what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448181897
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448187373
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395448188278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448191538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448195251
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395448198246
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395448199307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448201756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448205110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395448206530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395448207497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395448216654
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448222598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448222878
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395448223097
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1395448269632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448393231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448398160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395448398972
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395448400485
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395448407832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395448416412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395448440078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448502353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448506191
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395448507111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395448508250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448512587
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448517906
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395448518795
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1395448521198
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395448522212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395448542086
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395448635016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395448650538
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1395448717633
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1395448750643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395448756306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395448797880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395448801390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395448802357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448835148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448841030
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395448841903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448848190
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448851216
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395448852012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395448860748
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448866801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448867019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395448867128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448871918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448912290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1395448920309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448945113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448950979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395448953553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449007716
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395449008527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395449030008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395449046825
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1395449057948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395449060506
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395449062862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449066325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449069024
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395449069164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449072144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449074344
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395449074562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449082003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449085513
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395449086324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395449087104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449088867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449093251
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395449094062
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1395449095965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395449096808
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395449111518
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449117743
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449118367
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1395449133998
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395449151455
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395449184948
activated,editor,net.sourceforge.texlipse,1.5.0,"net.sourceforge.texlipse.TexEditor",1395449190221
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1395449194495
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1395449197537
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395449201328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449205930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449207552
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395449207677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449207677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449207771
executed,command,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1395449209767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449209767
error,log,,,"DDE command [DocOpen(""C:\\Users\\Israel Cunha\\Documents\\GitHub\\tcc\\workspaceLatex\\Projeto_TCC\\out\\Principal.pdf"")][FileOpen(""C:\\Users\\Israel Cunha\\Documents\\GitHub\\tcc\\workspaceLatex\\Projeto_TCC\\out\\Principal.pdf"")] failed! (server: acroview, topic: control)",1395449214260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449255522
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1395449255741
opened,editor,net.sourceforge.texlipse,1.5.0,"net.sourceforge.texlipse.TexEditor",1395449273525
activated,editor,net.sourceforge.texlipse,1.5.0,"net.sourceforge.texlipse.TexEditor",1395449273603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449278111
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1395449278174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449295242
activated,editor,net.sourceforge.texlipse,1.5.0,"net.sourceforge.texlipse.bibeditor.BibEditor",1395449309766
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1395449339936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395449342011
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395449342885
error,log,,,"DDE command [DocClose(""C:\\Users\\Israel Cunha\\Documents\\GitHub\\tcc\\workspaceLatex\\Projeto_TCC\\out\\Principal.pdf"")] failed! (server: acroview, topic: control)",1395449343134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449347502
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1395449349983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449350045
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395449350061
error,log,,,"DDE command [DocClose(""C:\\Users\\Israel Cunha\\Documents\\GitHub\\tcc\\workspaceLatex\\Projeto_TCC\\out\\Principal.pdf"")] failed! (server: acroview, topic: control)",1395449350310
executed,command,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1395449352198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449352198
error,log,,,"DDE command [DocOpen(""C:\\Users\\Israel Cunha\\Documents\\GitHub\\tcc\\workspaceLatex\\Projeto_TCC\\out\\Principal.pdf"")][FileOpen(""C:\\Users\\Israel Cunha\\Documents\\GitHub\\tcc\\workspaceLatex\\Projeto_TCC\\out\\Principal.pdf"")] failed! (server: acroview, topic: control)",1395449356394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449373227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1395449386440
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395449397657
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395449401276
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395449402118
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395449405800
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395449407547
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395449412711
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395449414707
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395449418311
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395449420245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395449422835
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395449424769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395449427562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395449429496
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395449434457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395449436501
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395449440135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395449441446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395449444269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395449445985
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1395449448263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1395449449963
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395449450775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1395449453785
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449455923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449456905
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395449457030
executed,command,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1395449459635
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449459651
error,log,,,"DDE command [DocOpen(""C:\\Users\\Israel Cunha\\Documents\\GitHub\\tcc\\workspaceLatex\\Projeto_TCC\\out\\Principal.pdf"")][FileOpen(""C:\\Users\\Israel Cunha\\Documents\\GitHub\\tcc\\workspaceLatex\\Projeto_TCC\\out\\Principal.pdf"")] failed! (server: acroview, topic: control)",1395449464097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449513502
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395449521412
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449544219
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449544624
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449545404
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449546028
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449546684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449547027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449547214
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449547354
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449547495
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449547635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449547776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449547932
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449548134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449548353
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449549133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449549585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449550599
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449550927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449551145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449551644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449552019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449552393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1395449552830
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1395449554640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449561644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449562876
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1395449563376
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1395449565123
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1395449565138
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1395449565170
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1395449565201
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1395449565232
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1395449565263
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1395449565279
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1395449565279
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1395449565294
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1395449565294
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1395449565310
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1395449565310
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1395449565341
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1395449565388
activated,perspective,net.sourceforge.texlipse,,"net.sourceforge.texlipse.TexlipsePerspective",1395746112644
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1395746112645
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1395746112646
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1395746112646
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1395746112647
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1395746112648
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1395746112648
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1395746112649
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1395746112650
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1395746112651
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1395746112651
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1395746112652
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1395746112652
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1395746112653
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1395746112653
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1395746112654
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1395746112656
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1395746112657
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1395746112658
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1395746112659
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1395746112660
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1395746112661
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1395746112662
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1395746112663
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1395746112664
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1395746112665
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1395746112666
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1395746112668
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1395746112671
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1395746112672
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1395746112673
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1395746112674
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1395746112676
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1395746112677
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1395746112677
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1395746112705
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1395746112706
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1395746112706
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1395746112707
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1395746112737
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1395746112737
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1395746112738
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1395746112738
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1395746112739
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1395746112739
